url,status_code,title,meta_description,canonical,schema_types,text_length,h1_count,h2_count,h3_count,h4_count,h5_count,h6_count,internal_links,external_links,nofollow_links,target_keyword
https://molo.de,200,MOLO | Bunte & organische Kinderkleidung,"Molo offizieller Webshop. Wir kreieren einfallsreiche und nachhaltige Designer-Kinderkleidung mit Farben, lustigen Drucken und verschiedenen Kombinationen - alles in höchster Qualität und in nachhaltigen Materialien. Skandinavische Marke mit zertifizierter Bio-Kinderbekleidung.",https://www.molo.de/,Organization,2822,1,0,0,0,0,0,68,20,0,
https://molo.de/,200,MOLO | Bunte & organische Kinderkleidung,"Molo offizieller Webshop. Wir kreieren einfallsreiche und nachhaltige Designer-Kinderkleidung mit Farben, lustigen Drucken und verschiedenen Kombinationen - alles in höchster Qualität und in nachhaltigen Materialien. Skandinavische Marke mit zertifizierter Bio-Kinderbekleidung.",https://www.molo.de/,Organization,2822,1,0,0,0,0,0,68,20,0,
https://molo.de/looks/,200,LookBook,,https://www.molo.de/looks/,Organization,1515,2,0,0,0,0,0,259,12,0,
https://molo.de/basket/,200,Basket,,https://www.molo.de/basket/,Organization,1369,1,0,0,0,0,0,60,12,0,
https://molo.de/ausverkauf/,200,Molo Sale | Bis zu 50% sparen | Kostenloser Versand ab 75€,"Molo offizieller Online-Shop. Sparen Sie bis zu 50% auf alle Sale-Artikel. Molo Kinder- und Babykleidung im Ausverkauf. Große Auswahl an Oberbekleidung, Schneeanzügen, Sweatshirts, Hosen, Kleidern, T-Shirts und vieles mehr.",https://www.molo.de/ausverkauf/,Organization,1458,7,0,0,0,0,0,57,12,0,
https://molo.de/madchen/,200,Molo Kleidung für Mädchen | Bio & farbenfrohe Mädchenkleidung - Molo,"Molo offizieller Online-Shop. Molo ist ein skandinavisches GOTS*-zertifiziertes Bio-Unternehmen, das sich auf Design, Qualität und Originalität konzentriert. Molo bietet eine große Auswahl an farbenfroher Kleidung in einem sauberen skandinavischen Design für Mädchen. Kaufen Sie eine große Auswahl an Kleidern, Jacken, Sweatshirts, Leggings, T-Shirts und vieles mehr.",https://www.molo.de/madchen/?items=all,Organization,10919,2,0,0,0,0,0,398,12,2,
https://molo.de/jungen/,200,Molo Kleidung für Jungen | Bio & farbenfrohe Jungenkleidung - Molo,"Molo offizieller Online-Shop. Molo ist ein skandinavisches GOTS*-zertifiziertes Bio-Unternehmen, das sich auf Design, Qualität und Originalität konzentriert. Molo bietet eine große Auswahl an farbenfroher Kleidung in einem sauberen skandinavischen Design für Mädchen. Kaufen Sie eine große Auswahl an Sweatshirts, Jacken, Hosen, T-Shirts und vieles mehr.",https://www.molo.de/jungen/?items=all,Organization,7555,2,0,0,0,0,0,281,12,2,
https://molo.de/oberbekleidung/,200," Molo Outerwear | Jacken, Mäntel und Schneeanzüge für Kinder - Molo",Molo offizieller Online-Shop. Die hochwertige Oberbekleidung von Molo für Jungen und Mädchen ist für einen aktiven Lebensstil mit viel Spielen und Erkundungen im Freien konzipiert. Die Oberbekleidung bietet alle notwendigen funktionellen Details und hält Wäsche für Wäsche. Sehen Sie hier alle Modelle und Farben aus der Molo Oberbekleidungskollektion.,https://www.molo.de/oberbekleidung/?items=all,Organization,7685,2,0,0,0,0,0,295,12,1,
https://molo.de/badekleidung/,200,"Molo Badekleidung für Kinder | Badeanzüge, Shorts, Bikinis & UV-Bekleidung | UPF50+ - Molo","Molo offizieller Online-Shop. Molo ist ein skandinavisches GOTS*-zertifiziertes Bio-Unternehmen, das sich auf Design, Qualität und Originalität konzentriert und nur die feinsten Textilien für Ihr Baby verwendet. Die Kollektion umfasst niedlich bedruckte Bodies und Anzüge, bequeme Sweatshirts, coole T-Shirts, weiche Strickjacken und weite Hosen.",https://www.molo.de/badekleidung/?items=all,Organization,13828,1,1,0,0,0,0,385,12,2,
https://molo.de/accessories/,200,"Molo Zubehör für Kinder | Strumpfhosen, Socken, Mützen, Rucksäcke und vieles mehr - Molo","Molo offizieller Online-Shop. Molo's Kollektion an Accessoires für Kinder ist voll von verspielten Prints und einzigartigen Designs für Jungen und Mädchen. Finden Sie alles von Socken, Strumpfhosen, Lätzchen, Decken, Skibrillen, Handschuhen, Fäustlingen, Taschen, Rucksäcken bis hin zu Sonnenbrillen und Mützen.",https://www.molo.de/accessories/?items=all,Organization,6350,2,0,0,0,0,0,226,12,2,
https://molo.de/baby-kleinkinder/,200,Baby & Kleinkinder,,https://www.molo.de/baby-kleinkinder/,Organization,1407,6,0,0,0,0,0,56,12,0,
https://molo.de/nachhaltigkeit/oeko-tex/,200,Oeko-Tex,"Molo eis Oeko-Tex certified -  the world's leading product label for the measure of harmful substances in textiles. When purchasing Oeko-Tex Standard 100 certified clothes for your children, you can be sure that the garments are completely free of harmful and allergenic chemicals.",https://www.molo.de/nachhaltigkeit/oeko-tex/,Organization,4941,1,0,0,0,0,0,50,17,0,
https://molo.de/nachhaltigkeit/organic-gots/,200,Organisch inkl. GOTS,"Molo offers a large selection of children's clothing made from organic cotton, the majority of which are also GOTS certified. Find a large selection of dresses, t-shirts, pants, clothes and more.",https://www.molo.de/nachhaltigkeit/organic-gots/,Organization,69193,1,0,0,0,0,0,1749,18,0,
https://molo.de/guides/jeans-fit-guide/,200,Jeans Fit Guide,"Check out our jeans fit guide to find the perfect fit for your child.

Children come in all sizes and, because of that, all our jeans are
made with an adjustable waist. The jeans also have press buttons up
till size 134 cm/9 yrs to make them easy to wear.",https://www.molo.de/guides/jeans-fit-guide/,Organization,1335,0,0,0,0,0,0,50,27,0,
https://molo.de/guides/outerwear-guide/,200,Oberbekleidung Guide,,https://www.molo.de/guides/outerwear-guide/,Organization,6552,1,0,0,0,0,0,50,17,0,
https://molo.de/guides/skibekleidung/,200,Skibekleidung  Guide,Molo offizieller Online-Shop. Molo Oberbekleidung hält Ihr Kind auf der Piste warm und trocken. Die hochwertige Funktionskleidung und Skibekleidung von Molo wird aus erstklassigen Materialien hergestellt und ist mit Stil in coolen Farben und Prints gestaltet.,https://www.molo.de/guides/skibekleidung/,Organization,2925,5,0,0,0,0,0,66,13,0,
https://molo.de/guides/schneeanzuege-guide/,200, Schneeanzüge Guide,,https://www.molo.de/guides/schneeanzuege-guide/,Organization,6202,1,0,0,0,0,0,50,13,0,
